app_id,userName,score,at,content
com.king.candycrushsaga,Alif Ardiansyah,4,2025-04-16 22:07:55,ok
com.king.candycrushsaga,Erwin Yogaswara,5,2025-04-15 06:45:55,top jozz hebat
com.king.candycrushsaga,Titi Nurhaeni,5,2025-04-15 03:20:04,wel mantap
com.king.candycrushsaga,Lhily Bachri,5,2025-04-09 03:28:30,Sangat menghibur mantap pokoknya
com.king.candycrushsaga,Benedicto Pratama,1,2025-04-09 02:55:13,"play more than 1 month just for 1 level. no more ""time to relax"", just ""pay more to win and you can relax""."
com.king.candycrushsaga,Marwan Hermawan,5,2025-04-08 23:31:39,bagus
com.king.candycrushsaga,Dwi lestari Lestari,5,2025-04-08 21:53:54,menyenangkan 🤗
com.king.candycrushsaga,Alya Indriani,5,2025-04-08 21:45:52,seru untuk mengisi waktu luang
com.king.candycrushsaga,Dina Krisnawati,5,2025-04-08 21:35:30,sangatlah asik
com.king.candycrushsaga,Vebb_vebb,5,2025-04-08 21:33:36,seruu bingittt
com.king.candycrushsaga,Rizky Brm,5,2025-04-08 21:07:14,Asiklah buat santai
com.king.candycrushsaga,Shintiia Shiffa,5,2025-04-08 21:04:18,top
com.king.candycrushsaga,Yuda ismi Pratama,1,2025-04-08 21:00:30,Saya beli coin dah 5x pembayaran berhasil tapi koin tidak masuk buruk nipu ini permainan maling duwit receh ati2 pokoknya ati2 amplikasi maling ini
com.king.candycrushsaga,UMBU HOLAND,1,2025-04-08 20:24:41,good
com.king.candycrushsaga,Jasmine Aprilia,5,2025-04-08 20:22:07,ok
com.king.candycrushsaga,abiipangestuu,5,2025-04-08 20:21:46,mntap
com.king.candycrushsaga,Nabila Qurania,5,2025-04-08 20:09:03,keren
com.king.candycrushsaga,Keep Going,5,2025-04-08 20:02:10,love it
com.king.candycrushsaga,Sidiq Permana,5,2025-04-08 19:52:54,permainan yg cukup Bagus 🙏🏻🙏🏻
com.king.candycrushsaga,Reski Anugrah Pratama,5,2025-04-08 19:17:14,gamee good
com.king.candycrushsaga,Cep Aripin,5,2025-04-08 18:39:48,mantap
com.king.candycrushsaga,Yusup Aditya,1,2025-04-08 18:22:52,Gamenya oke. namun iklan nya terlalu lama dan banyak iklan situs atau aplikasi judi dan aplikasi konten dewasa.
com.king.candycrushsaga,Condi anto,5,2025-04-08 17:26:09,Bagus sekali....
com.king.candycrushsaga,Abdul Majid Mahmud,5,2025-04-08 16:25:58,Mantap
com.king.candycrushsaga,rizki fadil123,5,2025-04-08 15:23:44,ok
com.king.candycrushsaga,All Star,1,2025-04-08 14:57:20,game ez
com.king.candycrushsaga,Roby Madisa,3,2025-04-08 14:13:38,nice game
com.king.candycrushsaga,Anita RF,5,2025-04-08 13:39:11,"game paling seru , dari dulu ga pernah bosan"
com.king.candycrushsaga,Soleman Leman,5,2025-04-08 13:16:08,Ok
com.king.candycrushsaga,Neng Linda Teja Mu'minah,4,2025-04-08 13:15:21,good game
com.king.candycrushsaga,Iqbal Ozan,5,2025-04-08 13:07:40,game bagus
com.king.candycrushsaga,Sudirman reski,5,2025-04-08 12:47:44,mantap
com.king.candycrushsaga,rizky takagawa,5,2025-04-08 10:03:58,mantap dan seru
com.king.candycrushsaga,Elpan Maulana,5,2025-04-08 09:10:32,sangat seru
com.king.candycrushsaga,Ade aqie Ahmad,5,2025-04-08 08:54:50,oke
com.king.candycrushsaga,Khansa Cibendung,4,2025-04-08 08:13:29,main nya agak susah ya
com.king.candycrushsaga,Bunda Linda,5,2025-04-08 06:53:34,ok
