app_id,userName,score,at,content
id.tix.android,Ayu Novitasari,5,2025-04-18 22:13:26,baguss
id.tix.android,Anak Baik,5,2025-04-18 22:08:30,sesuai dgn pesanan
id.tix.android,gor putra hr,5,2025-04-18 18:45:46,sangat membantu sekali
id.tix.android,Faisal Rivan,5,2025-04-18 16:39:38,very good... 👍👍👍
id.tix.android,Atta Faiz,5,2025-04-18 14:41:13,bagus
id.tix.android,Zakiano Zaidan,1,2025-04-18 11:54:38,pas mau mesen bangku muter mulu tiba tiba sesi berakhir gitu aja terus sampe tiket abis
id.tix.android,Fatikah M1LK_0808,4,2025-04-18 10:25:06,bagussss buat pesen tiketttt
id.tix.android,Dany Umara,5,2025-04-18 07:58:53,keren
id.tix.android,teguh santoso,1,2025-04-18 07:39:35,mau bayar pake ovo gk ada petunjuk cara bayarnya. g perbaiki deh!
id.tix.android,Masno 87,5,2025-04-17 17:26:23,bagus
id.tix.android,Nina Nurmalia,1,2025-04-17 17:10:53,app gak jelas
id.tix.android,Muhammad Nanaza,1,2025-04-17 15:59:04,"UDH NGUMPULIN POIN SAMPAI 50RB, EH KATANYA VOUCHER HABIS, LUCU BET DH 😂"
id.tix.android,Fathimah Azzahra,1,2025-04-17 14:35:06,KEMBALIKAN UANG SAYA 195K HANGUS BEGITU SAJA
id.tix.android,M. Addinul Amri Yuska,5,2025-04-17 13:00:44,selalu jd opsi dikala gk bisa beli langsung
id.tix.android,Hendri Fangidae,5,2025-04-17 12:50:49,pokoknya mantap dan sesuai harapan..
id.tix.android,dwi lestari,5,2025-04-17 11:52:11,keren
id.tix.android,Susi nuragisna Susi,5,2025-04-17 10:31:13,Bagusss bangettt ngemudahin pembelian tiket
id.tix.android,Henny Unyil,5,2025-04-16 22:01:08,membantu banget pokoknya
id.tix.android,Iygen 11,5,2025-04-16 19:42:55,mantap
id.tix.android,Tri Minarni,5,2025-04-16 18:59:16,lebih mudah dan byk bonus👍😁
id.tix.android,Alim Lim,5,2025-04-16 11:13:42,keren
id.tix.android,Mbuhhhyoo 123_,1,2025-04-16 10:47:03,baru instal 1 menit lngsng hapus . soalnya gak ada kota ku. mungkin bisa tambahin kota lainya masa yang ada cuma kota kota tertentu aja😏
id.tix.android,Amran zamzami,5,2025-04-16 09:22:10,sangat praktis dan bermanfaat thanks
id.tix.android,Pipo Nattawin,1,2025-04-15 12:27:43,"Nope, buat pemesanan tiket. udah di booking tinggal bayar aja tiba tiba keserobot orang lain kita yang kena. Saldo udah kepotong, proses refund 7-14 hari. Buat Hubungin CST juga dibikin susah karena melalui email. Cobalah di aplikasi dikasih CST service juga, dan bila udah keboking orang lain seharusnya pembayaran gagal. Sistem diperbaiki lahh"
id.tix.android,Andi Idhan Halid,3,2025-04-15 08:06:14,kenapa di Dakota Cinema - Sallo Mall Sengkang gak ada di aplikasi nya.
id.tix.android,Muhammad Arsyad,5,2025-04-15 07:58:02,bagus sekali
id.tix.android,I Wayan Suhendrawan,5,2025-04-14 22:49:03,"Keren.., cepat banget buat pesan tiket bioskop di aplikasinya 👍 Pertama kali pesan tiket online karena kepengen nonton film Jumbo 😄"
id.tix.android,Lisa Ningrum,1,2025-04-14 14:02:20,"aplikasi kacau ini , saya sudah pesen tiket terus tiba tiba di refund dan saldo nya pun belum masuk masuk , KACAU NI APLIKASI"
id.tix.android,Sri Yulianingsih,1,2025-04-14 13:32:34,proses refund yg berbelit. dana refund saya sampai saat ini belum kembali.. padahal pembatalan dilakukan oleh pihak bioskop bukan pihak cust. ayo bagaimana ini tix solusinya
id.tix.android,Diah Putri Sholihati,5,2025-04-14 12:22:18,"Bagus, gampang, voucher langsung nyangkut, lancar trus ga eror kaya sebelah"
id.tix.android,Ridwan,5,2025-04-14 07:27:27,good
id.tix.android,fajar kadarisman,5,2025-04-13 21:55:41,kereen
id.tix.android,AFNI AFNI,5,2025-04-13 21:19:27,ok semoga sukses selalu..
id.tix.android,Aufa Alif,5,2025-04-13 20:29:29,bagusss sekaliii
id.tix.android,Davine Mikhail,4,2025-04-13 18:28:39,Kenapa aku gak bisa beli tiket yg 1Get 1 ya
id.tix.android,ZukaTa Official,1,2025-04-13 18:22:14,"pas promo sering error, terkadang udah waktunya promo dan masih awal waktu, banyak kursi yg blm di booking tapi tidak muncul promonya"
id.tix.android,Mlfirexlol Cold,5,2025-04-13 15:44:14,"saya mau daftar kok ga bisa weyy.... edit: sudah bisa, mantap 👍👍"
id.tix.android,Khusnul Khotimah,5,2025-04-13 15:23:19,"Buat Emak2 Gaptek yg mager ngantri jam tayang film,ini ngebantu banget sih.Bisa pilih jam tayang, pilah pilih film juga lewat hp, tinggal geser2,klik.Payment.Udah.Aplikasinya juga mudah... Cakep."
id.tix.android,Lilis,5,2025-04-13 15:19:13,semangat uploadnya
id.tix.android,Bana Kim,5,2025-04-13 14:46:25,Tadi nya saya kasih bintang 5 tapi gara2 kemaren ada masalah sama pembelian tiket & respon customer service lama saya kecewa
id.tix.android,Faizal nur Arif,5,2025-04-13 13:47:31,oke sudah lancar
id.tix.android,Nikmaktus Sania,1,2025-04-13 13:43:21,gk bagus.masak aku udah pesen udah bayar udah dikonfirmasi jg di apknya tpi pas waktu mau tukar gk bisa tulisannya nmr hp tidak ditemukan pdhl nmr masih aktif kuota jg masih bnyk pas mau ngehubungin customer servis jg gk bisa duitnya gk balik lgi
id.tix.android,Voltia Sumirat,5,2025-04-13 13:15:47,ok
id.tix.android,M. Qinan Fatamsyah,2,2025-04-13 12:35:06,eror gabisa bikin akun yang jagain server kurang pro
id.tix.android,Yusal Assauky,2,2025-04-13 12:34:07,gangguan terus gabisa bikin akun
id.tix.android,sri ermawati,5,2025-04-13 12:28:08,"tiket murah, praktis dan tanpa ribet"
id.tix.android,Seti Rusyatin,1,2025-04-13 12:11:35,jelek
id.tix.android,Inda Permata Sari,3,2025-04-13 11:42:16,"Susah amat buat pesan tiketnya. Bukan susah gunain aplikasinya. Tapi karena selalu bermasalah aplikasinya. Belum lagi banyak ulasan yang katanya uang tidak di refund, sedangkan uang di e-wallet sudah kepotong. Baru juga mau pakai ni aplikasi. Karena ada promonya. Begitu promonya sudah habis, baru lancar aplikasinya. parah sih"
id.tix.android,Septi 678,5,2025-04-13 11:31:51,sangat membantu sekali
id.tix.android,ramanda rasid,2,2025-04-13 11:31:33,butuh jaringan 6G biar bisa lancar mesan tiketnya aplikasi apaan dah
id.tix.android,Muhammad Nur Sidik,1,2025-04-13 11:24:44,"aplikasinya gak jelas muter"" Mulu mau beli nih bukan mau minta"
id.tix.android,Oma Oma,1,2025-04-13 11:23:49,"muter-muter terus gak bisa mesen tiket, selalu muncul tulisan ada kendala padahal sinyal bagus, tolong aplikasi dibenerin lagi ,kalo begini pengguna bakalan ninggalin inih aplikasi"
id.tix.android,pramono fajaryulianto,1,2025-04-13 11:21:48,"lemot, kendala"
id.tix.android,Melinda Iriani,1,2025-04-13 11:11:57,ga bisa di buka
id.tix.android,dhila la,1,2025-04-13 11:11:55,"applikasi sering gangguan , loading lama"
id.tix.android,dita rahman,5,2025-04-13 11:11:50,"biasanya saya tidak pernah bermasalah menggunakan tix id, tetapi hari ini saya tidak bisa memesan melalui tix id"
id.tix.android,bang sun,1,2025-04-13 11:11:27,lemot mau login aja kagak bisa bisa
id.tix.android,Rakha Jonna Alfarizzy,1,2025-04-13 11:10:32,eror mulu setiap gw mau mesan tiket
id.tix.android,Anton 9,1,2025-04-13 11:09:45,"muter teross, niat buat aplikasi ga"
id.tix.android,Kazz GameZ,1,2025-04-13 10:56:57,busuk servernya
id.tix.android,Mufidah Rifani,2,2025-04-13 10:55:41,"Aplikasinya error setiap promo, padahal jaringan oke² aja. sebenernya niat ngasih promo apa engga sih😂"
id.tix.android,Asep Mn,2,2025-04-13 10:54:31,banyak erornya
id.tix.android,Rida Amelia Haidar,1,2025-04-13 10:52:17,kok setiap mau msuk ke tix suruh coba lagi ada apa yah? udah smpe di uninstal masih sama tulisannya coba lagi trus..tolong diperbaiki mkshh🙏
id.tix.android,diana safitri,2,2025-04-13 10:51:13,saya daritadi bukaa selalu ada kendala kenapa ya
id.tix.android,Arya,1,2025-04-13 10:51:07,aplikasi suka ngebug padahal jaringan bagus
id.tix.android,Taliyah Carver,1,2025-04-13 10:51:05,jadwal mepet aplikasi error apakah bisa refund tiket
id.tix.android,Hanif Al Fathoni,1,2025-04-13 10:51:02,apalaahh aplikasi nya gabisa dibuka mana udh beli tikett lagii buat jam 12 hari ini😭
id.tix.android,Himawan kresna premana,1,2025-04-13 10:50:40,"Ini knp y baru instal gk bisa dibuka. Udah lebih dr 5menit tulisan tix id background biru dongker gk berubah-ubah. Stuk disitu aja drtd. Update : ada pop up bertuliskan ""ada kendala, coba ulangi beberapa saat lagi"" Ps. Bintang akan di rubah jika apk sudah bisa dibuka."
id.tix.android,sandi sariatan,1,2025-04-13 10:47:53,aplikasi error saat pesan tiket saat ini aplikasi lemot di saat orang mau nonton pesan tiket tak bisa
id.tix.android,Aris Mega Wardana,1,2025-04-13 10:45:33,sulit di akses
id.tix.android,ARF Shopping,1,2025-04-13 10:34:51,lemot banget aplikasinya
id.tix.android,Pandu Herman Kusumah,2,2025-04-13 10:34:40,"mumpung ada promo mau nonton eh pas beli susah dapet tiket nya, loading terus.. tingaktin lagi dong.."
id.tix.android,Dani Dwi Hermawan,1,2025-04-13 10:33:53,lemot
id.tix.android,Megi Permana,1,2025-04-13 10:32:21,"""ada kendala cobalah beberapa saat lagi"" setiap buka aplikasi slalu seperti itu."
id.tix.android,goblok Tolol,1,2025-04-13 10:29:23,gabisa di buka
id.tix.android,Surya Daun pisang fahlevi,3,2025-04-13 10:28:42,ini sih aplikasi bagus... tapi kok bisa ya ada orang mau beli orderan film di tanggal jauh2 hari sebelum tayang loadingnya itunya loh mutar mutar terus terus lamaa lagi..
id.tix.android,Mr K,1,2025-04-13 10:28:35,"Aplikasi error, loading stuck, nggak bisa beli tiket, pas install ulang stuck di loading home screen tix doang"
id.tix.android,Junita amelia Putri,2,2025-04-13 10:26:41,"tolong perbaiki skrg dong ,kok aplikasi nya ngebug gak bisa dibuka stuck di logo tix nya sejak open app nya"
id.tix.android,Redho Mustafa,1,2025-04-13 10:22:59,"apk sampah, gak bisa dipake"
id.tix.android,Crisantos Vega,1,2025-04-13 10:22:58,"aplikasi cacat, giliran ada promo malah crash!!! kocag"
id.tix.android,Anang Fauzi,1,2025-04-13 10:21:57,eror terus... mau pesan gagal terus.. dicoba di semua hape sama saja.
id.tix.android,Christian Kusuma,1,2025-04-13 10:21:34,KENDALA TERUS SAMPE MAU NONTON FILM PUN GABISA TOLONG BANGET NIH YA LU UBAH APPNYA BIAR GA KENDALA LAGI.
id.tix.android,Syahrul Kun,1,2025-04-13 10:19:57,apk rusak error terus ga kebuka buka
